pos	tag	func	message	source_line	has_trace	model	class_key	class_id	verdict
internal/freelist/hashmap.go:275:90	nil-deref	(*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromBackwardMap	nil dereference in (*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromBackwardMap	    panic(fmt.Sprintf("detected duplicated free page ID: %d in f.backwardMap: %v", id, f.backwardMap))	1	p0 = ptr-nil	nil-deref|I(I.I(S, I, I.I))	C065	FP/encoding
internal/freelist/hashmap.go:255:29	nil-deref	(*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromForwardMap	nil dereference in (*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromForwardMap	 for start, size := range f.forwardMap {	1	p0 = ptr-nil	nil-deref|I I, I := I I.I {	C038	FP/encoding
internal/freelist/hashmap.go:259:89	nil-deref	(*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromForwardMap	nil dereference in (*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromForwardMap	    panic(fmt.Sprintf("detected duplicated free page ID: %d in f.forwardMap: %v", id, f.forwardMap))	1	p0 = ptr-nil	nil-deref|I(I.I(S, I, I.I))	C065	FP/encoding
internal/freelist/hashmap.go:237:29	nil-deref	(*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromFreemaps	nil dereference in (*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromFreemaps	 for size, idSet := range f.freemaps {	1	p0 = ptr-nil	nil-deref|I I, I := I I.I {	C038	FP/encoding
internal/freelist/hashmap.go:242:88	nil-deref	(*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromFreemaps	nil dereference in (*go.etcd.io/bbolt/internal/freelist.hashMap).idsFromFreemaps	     panic(fmt.Sprintf("detected duplicated free page ID: %d in f.freemaps: %v", id, f.freemaps))	1	p0 = ptr-nil	nil-deref|I(I.I(S, I, I.I))	C065	FP/encoding
internal/freelist/hashmap.go:201:26	nil-deref	(*go.etcd.io/bbolt/internal/freelist.hashMap).mergeSpans	call to (*go.etcd.io/bbolt/internal/freelist.hashMap).mergeWithExistingSpan violates its nil-deref requirement	  f.mergeWithExistingSpan(id)	1	p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I.I(I)	C002a	FP/invariant
internal/freelist/shared.go:208:43	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Copyall	call to (*go.etcd.io/bbolt/internal/freelist.shared).PendingCount violates its nil-deref requirement	 m := make(common.Pgids, 0, t.PendingCount())	1	p0 = ptr-nil, p1 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I := I(I.I, N, I.I())	C374	FP/requires-lifting
internal/freelist/shared.go:209:38	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Copyall	call to (*go.etcd.io/bbolt/internal/freelist.shared).pendingPageIds violates its nil-deref requirement	 for _, txp := range t.pendingPageIds() {	1	p0 = ptr-nil, p1 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I I, I := I I.I() {	C331	FP/invariant
internal/freelist/shared.go:213:25	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Copyall	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Copyall	 common.Mergepgids(dst, t.freePageIds(), m)	1	p0 = ptr-nil, p1 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I.I(I, I.I(), I)	C267	FP/encoding
internal/freelist/shared.go:48:9	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Count	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Count	 return t.FreeCount() + t.PendingCount()	1	p0 = ptr-nil	nil-deref|I I.I() + I.I()	C168	FP/invariant
internal/freelist/shared.go:48:39	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Count	call to (*go.etcd.io/bbolt/internal/freelist.shared).PendingCount violates its nil-deref requirement	 return t.FreeCount() + t.PendingCount()	1	p0 = ptr-nil	nil-deref|I I.I() + I.I()	C168	FP/invariant
internal/freelist/shared.go:57:9	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	 if p.Id() <= 1 {	1		nil-deref|I I.I() <= N {	C313	FP/invariant
internal/freelist/shared.go:58:56	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  panic(fmt.Sprintf("cannot free page 0 or 1: %d", p.Id()))	1		nil-deref|I(I.I(S, I.I()))	C232	FP/encoding
internal/freelist/shared.go:62:11	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Free	 txp := t.pending[txid]	1	p0 = ptr-nil	nil-deref|I := I.I[I]	C205	FP/invariant
internal/freelist/shared.go:65:5	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Free	  t.pending[txid] = txp	1	p0 = ptr-nil	nil-deref|I.I[I] = I	C069	FP/invariant
internal/freelist/shared.go:67:21	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Free	 allocTxid, ok := t.allocs[p.Id()]	1	p0 = ptr-nil	nil-deref|I, I := I.I[I.I()]	C146	FP/encoding
internal/freelist/shared.go:67:32	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	 allocTxid, ok := t.allocs[p.Id()]	1		nil-deref|I, I := I.I[I.I()]	C146	FP/encoding
internal/freelist/shared.go:74:12	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Free	  delete(t.allocs, p.Id())	1	p0 = ptr-nil	nil-deref|I(I.I, I.I())	C106a	FP/invariant
internal/freelist/shared.go:74:24	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  delete(t.allocs, p.Id())	1		nil-deref|I(I.I, I.I())	C106b	FP/encoding
internal/freelist/shared.go:77:16	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	 for id := p.Id(); id <= p.Id()+common.Pgid(p.Overflow()); id++ {	1		nil-deref|I I := I.I(); I <= I.I()+I.I(I.I()); I++ {	C095	FP/encoding
internal/freelist/shared.go:77:30	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	 for id := p.Id(); id <= p.Id()+common.Pgid(p.Overflow()); id++ {	1		nil-deref|I I := I.I(); I <= I.I()+I.I(I.I()); I++ {	C095	FP/encoding
internal/freelist/shared.go:77:55	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	call to (*go.etcd.io/bbolt/internal/common.Page).Overflow violates its nil-deref requirement	 for id := p.Id(); id <= p.Id()+common.Pgid(p.Overflow()); id++ {	1		nil-deref|I I := I.I(); I <= I.I()+I.I(I.I()); I++ {	C095	FP/encoding
internal/freelist/shared.go:79:17	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Free	  if _, ok := t.cache[id]; ok {	1	p0 = ptr-nil	nil-deref|I I, I := I.I[I]; I {	C176a	FP/invariant
internal/freelist/shared.go:85:5	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Free	  t.cache[id] = struct{}{}	1	p0 = ptr-nil	nil-deref|I.I[I] = I{}{}	C068b	FP/invariant
internal/freelist/shared.go:70:94	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Free$1	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	   panic(fmt.Sprintf("free: freed page (%d) was allocated by the same transaction (%d)", p.Id(), txid))	1		nil-deref|I(I.I(S, I.I(), I))	C233	FP/requires-lifting
internal/freelist/shared.go:224:24	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).NoSyncReload	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).NoSyncReload	 for _, txp := range t.pending {	1	p0 = ptr-nil, p1 = (seq-val #x0000000000000002 #x2000000000000000)	nil-deref|I I, I := I I.I {	C038	FP/encoding
internal/freelist/shared.go:239:2	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).NoSyncReload	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).NoSyncReload	 t.Init(a)	1	p0 = ptr-nil, p1 = (seq-val #xe000000000000002 #xf000000000000000)	nil-deref|I.I(I)	C002a	FP/invariant
internal/freelist/shared.go:258:22	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Read	call to (*go.etcd.io/bbolt/internal/common.Page).IsFreelistPage violates its nil-deref requirement	 if !p.IsFreelistPage() {	1	p1 = ptr-nil	nil-deref|I !I.I() {	C201	FP/requires-lifting
internal/freelist/shared.go:259:71	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Read	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  panic(fmt.Sprintf("invalid freelist page: %d, page type is %s", p.Id(), p.Typ()))	1	p1 = ptr-nil	nil-deref|I(I.I(S, I.I(), I.I()))	C234	FP/encoding
internal/freelist/shared.go:266:3	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Read	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Read	  t.Init([]common.Pgid{})	1	p0 = ptr-nil	nil-deref|I.I([]I.I{})	C272	FP/invariant
internal/freelist/shared.go:274:3	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Read	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Read	  t.Init(idsCopy)	1	p0 = ptr-nil	nil-deref|I.I(I)	C002a	FP/invariant
internal/freelist/shared.go:218:17	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Reload	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Reload	 t.NoSyncReload(t.freePageIds())	1	p0 = ptr-nil	nil-deref|I.I(I.I())	C001	FP/encoding
internal/freelist/shared.go:91:11	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Rollback	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Rollback	 txp := t.pending[txid]	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I := I.I[I]	C205	FP/invariant
internal/freelist/shared.go:96:12	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Rollback	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Rollback	  delete(t.cache, pgid)	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I(I.I, I)	C067	FP/invariant
internal/freelist/shared.go:103:6	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Rollback	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Rollback	   t.allocs[pgid] = tx	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I.I[I] = I	C069	FP/invariant
internal/freelist/shared.go:110:11	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Rollback	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Rollback	 delete(t.pending, txid)	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I(I.I, I)	C067	FP/invariant
internal/freelist/shared.go:113:27	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Rollback	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Rollback	 for pgid, tid := range t.allocs {	1	p0 = ptr-nil, p1 = #x0000000000000001	nil-deref|I I, I := I I.I {	C038	FP/encoding
internal/freelist/shared.go:115:13	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).Rollback	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).Rollback	   delete(t.allocs, pgid)	1	p0 = ptr-nil, p1 = #x0000000000000000	nil-deref|I(I.I, I)	C067	FP/invariant
internal/freelist/shared.go:244:10	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).reindex	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).reindex	 free := t.freePageIds()	1	p0 = ptr-nil	nil-deref|I := I.I()	C004a	FP/invariant
internal/freelist/shared.go:245:29	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).reindex	call to (*go.etcd.io/bbolt/internal/freelist.shared).pendingPageIds violates its nil-deref requirement	 pending := t.pendingPageIds()	1	p0 = ptr-nil	nil-deref|I := I.I()	C004a	FP/invariant
internal/freelist/shared.go:246:4	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).reindex	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).reindex	 t.cache = make(map[common.Pgid]struct{}, len(free))	1	p0 = ptr-nil	nil-deref|I.I = I(I[I.I]I{}, I(I))	C289	FP/invariant
internal/freelist/shared.go:248:5	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).reindex	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).reindex	  t.cache[id] = struct{}{}	1	p0 = ptr-nil	nil-deref|I.I[I] = I{}{}	C068a	FP/encoding
internal/freelist/shared.go:252:6	nil-deref	(*go.etcd.io/bbolt/internal/freelist.shared).reindex	nil dereference in (*go.etcd.io/bbolt/internal/freelist.shared).reindex	   t.cache[pendingID] = struct{}{}	1	p0 = ptr-nil	nil-deref|I.I[I] = I{}{}	C068a	FP/encoding
node.go:537:41	nil-deref	(go.etcd.io/bbolt.nodes).Less	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	 return bytes.Compare(s[i].inodes[0].Key(), s[j].inodes[0].Key()) == -1	1	p0 = (seq-val #x0000000000000002 #x4000000000000000), p1 = #x0000000000000000, p2 = #x0000000000000000	nil-deref|I I.I(I[I].I[N].I(), I[I].I[N].I()) == -N	C159	FP/encoding
node.go:537:63	nil-deref	(go.etcd.io/bbolt.nodes).Less	call to (*go.etcd.io/bbolt/internal/common.Inode).Key violates its nil-deref requirement	 return bytes.Compare(s[i].inodes[0].Key(), s[j].inodes[0].Key()) == -1	1	p0 = (seq-val #x0000000000000002 #x4000000000000000), p1 = #x0000000000000000, p2 = #x0000000000000000	nil-deref|I I.I(I[I].I[N].I(), I[I].I[N].I()) == -N	C159	FP/encoding
internal/surgeon/xray.go:88:48	nil-deref	(go.etcd.io/bbolt/internal/surgeon.XRay).FindPathsToKey$1	call to (*go.etcd.io/bbolt/internal/common.leafPageElement).Key violates its nil-deref requirement	     if bytes.Equal(page.LeafPageElement(i).Key(), key) {	1	p0 = (ptr-addr #x0000000000000000), p1 = (seq-val #x4000000000000002 #x6000000000000000)	nil-deref|I I.I(I.I(I).I(), I) {	C307	FP/invariant
internal/surgeon/xray.go:37:21	nil-deref	(go.etcd.io/bbolt/internal/surgeon.XRay).traverse	call to (*go.etcd.io/bbolt/internal/common.Meta).RootBucket violates its nil-deref requirement	   r := m.RootBucket().RootPage()	1	p1 = (seq-val #x8000000000000000 #x8000000000000000)	nil-deref|I := I.I().I()	C211	FP/encoding
internal/surgeon/xray.go:37:32	nil-deref	(go.etcd.io/bbolt/internal/surgeon.XRay).traverse	call to (*go.etcd.io/bbolt/internal/common.InBucket).RootPage violates its nil-deref requirement	   r := m.RootBucket().RootPage()	1	p1 = (seq-val #x8000000000000000 #x8000000000000000)	nil-deref|I := I.I().I()	C211	FP/encoding
internal/surgeon/xray.go:42:35	nil-deref	(go.etcd.io/bbolt/internal/surgeon.XRay).traverse	call to (*go.etcd.io/bbolt/internal/common.Page).Count violates its nil-deref requirement	   for i := uint16(0); i < p.Count(); i++ {	1	p1 = (seq-val #x8000000000000000 #x8000000000000000)	nil-deref|I I := I(N); I < I.I(); I++ {	C055	FP/encoding
internal/surgeon/xray.go:44:48	nil-deref	(go.etcd.io/bbolt/internal/surgeon.XRay).traverse	call to (*go.etcd.io/bbolt/internal/common.branchPageElement).Pgid violates its nil-deref requirement	    if err := n.traverse(append(stack, bpe.Pgid()), callback); err != nil {	1	p1 = (seq-val #x8000000000000000 #x8000000000000000)	nil-deref|I I := I.I(I(I, I.I()), I); I != I {	C354	FP/encoding
compact.go:11:22	nil-deref	go.etcd.io/bbolt.Compact	call to (*go.etcd.io/bbolt.DB).Begin violates its nil-deref requirement	 tx, err := dst.Begin(true)	1	p1 = (ptr-addr #x0000000000000000)	nil-deref|I, I := I.I(I)	C031c	TP
compact.go:80:17	nil-deref	go.etcd.io/bbolt.Compact	call to (*go.etcd.io/bbolt.Tx).Commit violates its nil-deref requirement	 err = tx.Commit()	1	p1 = (ptr-addr #x0000000000000000)	nil-deref|I = I.I()	C039b	FP/encoding
compact.go:26:23	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.Tx).Commit violates its nil-deref requirement	   if err := tx.Commit(); err != nil {	1	p0 = (seq-val #x0000000000000002 #x0000000000000002), p1 = (seq-val #x8001000000800800 #xa000000000000000), p2 = (seq-val #x8820002000000001 #xc000000000000000)	nil-deref|I I := I.I(); I != I {	C009c	FP/requires-lifting
compact.go:31:23	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.DB).Begin violates its nil-deref requirement	   tx, err = dst.Begin(true)	1	p0 = (seq-val #x0000000000000002 #x0000000000000002), p1 = (seq-val #x8220092000100000 #x8280000000000000), p2 = (seq-val #x8001000200000081 #xc000000000000000)	nil-deref|I, I = I.I(I)	C297	FP/requires-lifting
compact.go:42:31	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.Tx).CreateBucket violates its nil-deref requirement	   bkt, err := tx.CreateBucket(k)	1	p0 = (seq-val #x0000000000000000 #x0000000000000001), p1 = (seq-val #x0200001000000003 #x2000000000000000), p2 = (seq-val #x0012000000000140 #x2000000000000000)	nil-deref|I, I := I.I(I)	C031a	FP/requires-lifting
compact.go:46:29	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.Bucket).SetSequence violates its nil-deref requirement	   if err := bkt.SetSequence(seq); err != nil {	1	p0 = (seq-val #x0000000000000000 #x0000000000000001), p1 = (seq-val #x8080221000110001 #xa000000000000000), p2 = (seq-val #x8800000022001000 #xa000000000000000)	nil-deref|I I := I.I(I); I != I {	C006	FP/invariant
compact.go:53:22	bounds	go.etcd.io/bbolt.Compact$2	index/slice out of bounds in go.etcd.io/bbolt.Compact$2	  b := tx.Bucket(keys[0])	1	p0 = (seq-val #x8000000000000002 #xc000000000000000), p1 = (seq-val #x0002000000004001 #x2000000000000000), p2 = (seq-val #x0000000000000900 #x2000000000000000)	bounds|I := I.I(I[N])	C408	FP/encoding
compact.go:55:26	bounds	go.etcd.io/bbolt.Compact$2	index/slice out of bounds in go.etcd.io/bbolt.Compact$2	   for _, k := range keys[1:] {	1	p0 = (seq-val #x0000000000000004 #x8000000000000000), p1 = (seq-val #x8000000000000001 #x9000000000000000), p2 = (seq-val #x9000001000800100 #xa000000000000000)	bounds|I I, I := I I[N:] {	C218b	FP/encoding
compact.go:65:30	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.Bucket).CreateBucket violates its nil-deref requirement	   bkt, err := b.CreateBucket(k)	1	p0 = (seq-val #x8000000000000000 #x8000000000000001), p1 = (seq-val #x0000000000000001 #x0000800000000000), p2 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I, I := I.I(I)	C031b	FP/invariant
compact.go:69:29	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.Bucket).SetSequence violates its nil-deref requirement	   if err := bkt.SetSequence(seq); err != nil {	1	p0 = (seq-val #x8000000000000000 #x8000000000000001), p1 = (seq-val #x0000000000000005 #x4000000000000000), p2 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I I := I.I(I); I != I {	C006	FP/invariant
compact.go:76:15	nil-deref	go.etcd.io/bbolt.Compact$2	call to (*go.etcd.io/bbolt.Bucket).Put violates its nil-deref requirement	  return b.Put(k, v)	1	p0 = (seq-val #x8000000000000000 #x8000000000000001), p1 = (seq-val #x8040104204000800 #x8800000000000000), p2 = (seq-val #x8401000000000110 #x8800000000000000)	nil-deref|I I.I(I, I)	C087a	FP/invariant
db.go:239:24	nil-deref	go.etcd.io/bbolt.Open	call to (*os.File).Name violates its nil-deref requirement	 db.path = db.file.Name()	1	p0 = (seq-val #x4c00000000000002 #x4c80000000000000), p2 = ptr-nil	nil-deref|I.I = I.I.I()	C143b	FP/requires-lifting
db.go:248:16	nil-deref	go.etcd.io/bbolt.Open	call to go.etcd.io/bbolt.flock violates its nil-deref requirement	 if err = flock(db, !db.readOnly, options.Timeout); err != nil {	1	p0 = (seq-val #x0000000000000002 #x8000000000000000), p2 = ptr-nil	nil-deref|I I = I(I, !I.I, I.I); I != I {	C340	FP/requires-lifting
db.go:269:19	nil-deref	go.etcd.io/bbolt.Open	call to (*go.etcd.io/bbolt.DB).init violates its nil-deref requirement	  if err = db.init(); err != nil {	1	p0 = (seq-val #x8000000000000002 #xa000000000000000), p2 = ptr-nil	nil-deref|I I = I.I(); I != I {	C345	FP/requires-lifting
db.go:277:39	nil-deref	go.etcd.io/bbolt.Open	call to (*go.etcd.io/bbolt.DB).getPageSize violates its nil-deref requirement	  if db.pageSize, err = db.getPageSize(); err != nil {	1	p0 = (seq-val #x0000000000000002 #x8000000000000000), p2 = ptr-nil	nil-deref|I I.I, I = I.I(); I != I {	C321	FP/encoding
db.go:308:48	nil-deref	go.etcd.io/bbolt.Open	call to (*go.etcd.io/bbolt.DB).hasSyncedFreelist violates its nil-deref requirement	 if !db.NoFreelistSync && !db.hasSyncedFreelist() {	1	p0 = (seq-val #x0000000000000002 #x8000000000000000), p2 = ptr-nil	nil-deref|I !I.I && !I.I() {	C371	FP/requires-lifting
db.go:309:24	nil-deref	go.etcd.io/bbolt.Open	call to (*go.etcd.io/bbolt.DB).Begin violates its nil-deref requirement	  tx, txErr := db.Begin(true)	1	p0 = (seq-val #x4000000000000002 #x6000000000000000), p2 = ptr-nil	nil-deref|I, I := I.I(I)	C031a	FP/requires-lifting
boltsync_unix.go:7:21	nil-deref	go.etcd.io/bbolt.fdatasync	call to (*os.File).Sync violates its nil-deref requirement	 return db.file.Sync()	1	p0 = (ptr-addr #x0000000000000000)	nil-deref|I I.I.I()	C014a	FP/encoding
bolt_unix.go:31:23	overflow	go.etcd.io/bbolt.flock	call to syscall.Flock violates its overflow requirement	  err := syscall.Flock(int(fd), flag)	1	p0 = (ptr-addr #x0000000000000000), p1 = true, p2 = #x0000000002faf080	overflow|I := I.I(I(I), I)	C230	FP/invariant
bolt_unix.go:50:22	overflow	go.etcd.io/bbolt.funlock	call to syscall.Flock violates its overflow requirement	 return syscall.Flock(int(db.file.Fd()), syscall.LOCK_UN)	1	p0 = (ptr-addr #x0000000000000000)	overflow|I I.I(I(I.I.I()), I.I)	C227	FP/invariant
tx_check.go:151:9	nil-deref	go.etcd.io/bbolt.verifyPageReachable	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	 if p.Id() > hwm {	1	p0 = ptr-nil, p1 = #x0000000000000000, p2 = (seq-val #x0000000000000002 #x8000000000000000)	nil-deref|I I.I() > I {	C312	FP/invariant
tx_check.go:152:70	nil-deref	go.etcd.io/bbolt.verifyPageReachable	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  ch <- fmt.Errorf("page %d: out of bounds: %d (stack: %v)", int(p.Id()), int(hwm), stack)	1	p0 = ptr-nil, p1 = #x0000000000000000, p2 = (seq-val #xe000000000000002 #xf000000000000000)	nil-deref|I <- I.I(S, I(I.I()), I(I), I)	C368	FP/invariant
tx_check.go:152:78	overflow	go.etcd.io/bbolt.verifyPageReachable	integer overflow in go.etcd.io/bbolt.verifyPageReachable	  ch <- fmt.Errorf("page %d: out of bounds: %d (stack: %v)", int(p.Id()), int(hwm), stack)	1	p1 = #x8000000000000000, p2 = (seq-val #x0000000000000002 #x8000000000000000)	overflow|I <- I.I(S, I(I.I()), I(I), I)	C228	TP
tx_check.go:156:54	nil-deref	go.etcd.io/bbolt.verifyPageReachable	call to (*go.etcd.io/bbolt/internal/common.Page).Overflow violates its nil-deref requirement	 for i := common.Pgid(0); i <= common.Pgid(p.Overflow()); i++ {	1	p0 = ptr-nil, p1 = #x0000000000000000, p2 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I I := I.I(N); I <= I.I(I.I()); I++ {	C351	FP/encoding
tx_check.go:157:16	nil-deref	go.etcd.io/bbolt.verifyPageReachable	call to (*go.etcd.io/bbolt/internal/common.Page).Id violates its nil-deref requirement	  var id = p.Id() + i	1	p0 = ptr-nil, p1 = #x0000000000000000, p2 = (seq-val #x1c00000000000002 #x1e00000000000000)	nil-deref|I I = I.I() + I	C346	FP/encoding
compact.go:112:18	nil-deref	go.etcd.io/bbolt.walkBucket	call to (*go.etcd.io/bbolt.Bucket).ForEach violates its nil-deref requirement	 return b.ForEach(func(k, v []byte) error {	1	p1 = (seq-val #x4000000000000002 #x5000000000000000), p2 = (seq-val #x8000000000000001 #xa000000000000000), p3 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I I.I(I(I, I []I) I {	C160b	FP/invariant
compact.go:115:56	nil-deref	go.etcd.io/bbolt.walkBucket$1	call to (*go.etcd.io/bbolt.Bucket).Sequence violates its nil-deref requirement	   return walkBucket(bkt, keypath, k, nil, bkt.Sequence(), fn)	1	p0 = (seq-val #xf600000000000002 #xf700000000000000), p1 = (seq-val #x0000000000000000 #x0000000000000000)	nil-deref|I I(I, I, I, I, I.I(), I)	C158	FP/invariant
compact.go:117:49	nil-deref	go.etcd.io/bbolt.walkBucket$1	call to (*go.etcd.io/bbolt.Bucket).Sequence violates its nil-deref requirement	  return walkBucket(b, keypath, k, v, b.Sequence(), fn)	1	p0 = (seq-val #x0000000000000002 #x8000000000000000), p1 = (seq-val #x8000000000000001 #xc000000000000000)	nil-deref|I I(I, I, I, I, I.I(), I)	C158	FP/invariant
cmd/bbolt/command_root.go:19:20	nil-deref	go.etcd.io/bbolt/cmd/bbolt.NewRootCommand	call to (*github.com/spf13/cobra.Command).AddCommand violates its nil-deref requirement	 rootCmd.AddCommand(	1		nil-deref|I.I(	C277	FP/requires-lifting
cmd/bbolt/command_check.go:56:16	nil-deref	go.etcd.io/bbolt/cmd/bbolt.checkFunc	call to (*go.etcd.io/bbolt.DB).View violates its nil-deref requirement	 return db.View(func(tx *bolt.Tx) error {	1	p1 = (seq-val #x0000000000000002 #x4000000000000000)	nil-deref|I I.I(I(I *I.I) I {	C025	FP/invariant
cmd/bbolt/command_check.go:59:32	nil-deref	go.etcd.io/bbolt/cmd/bbolt.checkFunc$1	call to (*github.com/spf13/cobra.Command).OutOrStdout violates its nil-deref requirement	   fmt.Fprintln(cmd.OutOrStdout(), err)	1		nil-deref|I.I(I.I(), I)	C258	FP/requires-lifting
cmd/bbolt/command_check.go:70:31	nil-deref	go.etcd.io/bbolt/cmd/bbolt.checkFunc$1	call to (*github.com/spf13/cobra.Command).OutOrStdout violates its nil-deref requirement	  fmt.Fprintln(cmd.OutOrStdout(), "OK")	1		nil-deref|I.I(I.I(), S)	C257	FP/requires-lifting
cmd/bbolt/main.go:78:27	nil-deref	go.etcd.io/bbolt/cmd/bbolt.cobraExecute	call to (*github.com/spf13/cobra.Command).Execute violates its nil-deref requirement	 if err := rootCmd.Execute(); err != nil {	1		nil-deref|I I := I.I(); I != I {	C009a	FP/invariant
